compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,delta_per_formula_unit_eV,delta_per_atom_eV,delta_per_bond_eV
exp_metastable_AgO_mp-1079720,mp-1079720,AgO,exp_metastable,ionic,False,False,0.04234811749999956,-9.323838750000025,-4.6619193750000125,-0.03871250063043791
exp_metastable_Al12W_mp-11227,mp-11227,Al12W,exp_metastable,metallic,True,False,0.01520368538461625,-128.95169999999985,-9.919361538461526,0.011263244205888034
exp_metastable_Al3Os2_mp-16521,mp-16521,Al3Os2,exp_metastable,metallic,True,False,0.007409683000005884,-21.395009999999957,-4.279001999999991,0.03407549495301099
exp_metastable_AsPd2_mp-1080831,mp-1080831,AsPd2,exp_metastable,metallic,True,False,0.011756747500001552,-8.214031666666642,-2.7380105555555474,0.05862686642900744
exp_metastable_AsRh2_mp-1102364,mp-1102364,AsRh2,exp_metastable,metallic,True,False,0.08062063166666178,-6.724782500000007,-2.241594166666669,-0.0064252810964449125
exp_metastable_AsRh_mp-22079,mp-22079,AsRh,exp_metastable,metallic,True,False,0.026917590833335225,-2.0056025000000055,-1.0028012500000028,0.012893633064515991
exp_metastable_BaSn5_mp-571353,mp-571353,BaSn5,exp_metastable,metallic,True,False,0.026217794166670583,-23.87221999999999,-3.978703333333332,0.06861355263157887
exp_metastable_Be12Pd_mp-12666,mp-12666,Be12Pd,exp_metastable,metallic,True,False,0.07945158115384565,-27.530620000000056,-2.1177400000000044,0.0340435310027182
exp_metastable_Be3N2_mp-6977,mp-6977,Be3N2,exp_metastable,ionic,False,False,0.03151386449999993,11.135447500000026,2.2270895000000053,0.0003728198242370362
exp_metastable_CaGa2_mp-992,mp-992,CaGa2,exp_metastable,metallic,True,False,0.016981658333333982,-3.033245000000001,-1.0110816666666669,-0.1150386414141415
exp_metastable_CaGa4_mp-2461,mp-2461,CaGa4,exp_metastable,metallic,True,False,0.0016006820000011857,-5.385349999999988,-1.0770699999999978,-0.09728080983716791
exp_metastable_CdI2_mp-567259,mp-567259,CdI2,exp_metastable,ionic,False,False,0.0005410511111105798,-0.6790100000000052,-0.2263366666666684,0.21379158333333315
exp_metastable_CdO2_mp-2310,mp-2310,CdO2,exp_metastable,mixed,False,False,0.05623419000000052,-7.883804999999935,-2.627934999999978,-0.050078458003952
exp_metastable_ClF3_mp-556767,mp-556767,ClF3,exp_metastable,covalent,False,False,0.0029946146875001745,2.753465000000059,0.6883662500000147,0.030814769117647522
exp_metastable_Cs2Se_mp-1011696,mp-1011696,Cs2Se,exp_metastable,ionic,False,False,0.004232759166664213,2.020062500000006,0.6733541666666687,0.061678273809524065
exp_metastable_CsH_mp-632319,mp-632319,CsH,exp_metastable,ionic,False,False,0.016097849999999525,6.246639999999992,3.123319999999996,-0.03300454545454565
exp_metastable_Cu3Ge_mp-19724,mp-19724,Cu3Ge,exp_metastable,metallic,True,False,0.01263984624999992,-4.793029999999998,-1.1982574999999995,0.002989265970515992
exp_metastable_FeTe2_mp-1102002,mp-1102002,FeTe2,exp_metastable,metallic,True,False,0.04490969833333569,2.7560091666666704,0.9186697222222234,0.05233038336167806
exp_metastable_Ge4Rh_mp-1104286,mp-1104286,Ge4Rh,exp_metastable,metallic,True,False,0.09073754899999997,-5.45916666666664,-1.0918333333333279,0.017065359560503035
exp_metastable_GeSe2_mp-10074,mp-10074,GeSe2,exp_metastable,covalent,False,False,0.012493755416668861,2.314640000000008,0.7715466666666693,0.11136061057692326
exp_metastable_H2O_mp-2739191,mp-2739191,H2O,exp_metastable,ionic,False,False,0.049447999166666534,5.077198750000015,1.6923995833333383,-0.14023694611710957
exp_metastable_H3N_mp-643432,mp-643432,H3N,exp_metastable,covalent,False,False,0.0038271875000006617,6.329089999999994,1.5822724999999984,-0.2904839126575697
exp_metastable_HI_mp-697025,mp-697025,HI,exp_metastable,ionic,False,False,0.004366291041667303,1.34983875,0.674919375,-0.012153412025827287
exp_metastable_IF7_mp-27988,mp-27988,IF7,exp_metastable,ionic,False,False,0.006252095624999399,13.712455000000116,1.7140568750000145,0.06095417022910578
exp_metastable_In3Ir_mp-630976,mp-630976,In3Ir,exp_metastable,metallic,True,False,0.004296428125002194,-32.12289499999999,-8.030723749999998,0.11587640670859556
exp_metastable_InCl_mp-571636,mp-571636,InCl,exp_metastable,ionic,False,False,0.0016458790624991337,-9.173755000000007,-4.5868775000000035,0.028122712842712783
exp_metastable_K2S_mp-559278,mp-559278,K2S,exp_metastable,ionic,False,False,0.0872531616666663,-0.6871281249999939,-0.2290427083333313,-0.17305172398589028
exp_metastable_Li13Sn5_mp-30769,mp-30769,Li13Sn5,exp_metastable,metallic,True,False,0.0033475494444448195,-3.823256666666765,-0.21240314814815361,0.000264490117118682
exp_metastable_Li3Hg_mp-1646,mp-1646,Li3Hg,exp_metastable,metallic,True,False,0.0012975900000000706,2.39006666666668,0.59751666666667,-0.043804081128747674
exp_metastable_MgCl2_mp-570259,mp-570259,MgCl2,exp_metastable,ionic,False,False,0.0006391266666669893,0.4634999999999998,0.15449999999999994,-0.00029516890213611424
exp_metastable_MgH2_mp-23711,mp-23711,MgH2,exp_metastable,ionic,False,False,0.0018755891666670799,-1.3231775000000043,-0.4410591666666681,-0.1383565766129033
exp_metastable_MgPd3_mp-7753,mp-7753,MgPd3,exp_metastable,metallic,True,False,0.01137175124999068,-22.398679999999988,-5.599669999999997,-0.03607386163032186
exp_metastable_Mo3Se4_mp-21021,mp-21021,Mo3Se4,exp_metastable,metallic,True,False,0.06087143499999925,-19.667574999999992,-2.80965357142857,0.1138541920140928
exp_metastable_NaN3_mp-1066400,mp-1066400,NaN3,exp_metastable,mixed,False,False,0.0029249474999994973,7.574484999999989,1.8936212499999971,-1.09460651416122
exp_metastable_Nb2O5_mp-1595,mp-1595,Nb2O5,exp_metastable,covalent,False,False,0.007537548265307947,-14.48232875000005,-2.068904107142864,0.025801614112620247
exp_metastable_NiB_mp-14019,mp-14019,NiB,exp_metastable,metallic,True,False,0.0018463106250017347,-1.618436666666657,-0.8092183333333285,-0.05368674167838719
exp_metastable_NiHg4_mp-570835,mp-570835,NiHg4,exp_metastable,metallic,True,False,0.01705295800000073,-1.8045933333333366,-0.36091866666666733,0.0032540413943354385
exp_metastable_NiS_mp-1547,mp-1547,NiS,exp_metastable,metallic,True,False,0.014181840833332515,-2.2952431249999936,-1.1476215624999968,-0.19747200214707436
exp_metastable_PS_mp-612,mp-612,PS,exp_metastable,covalent,False,False,0.026489451484373205,-0.05085211309521931,-0.025426056547609655,-0.016746959718767884
exp_metastable_PbAu2_mp-19871,mp-19871,PbAu2,exp_metastable,metallic,True,False,0.004742635416668861,-32.827775,-10.942591666666667,-0.14941128968253975
exp_metastable_PbSe_mp-22009,mp-22009,PbSe,exp_metastable,ionic,False,False,0.07310882999999535,-5.9048249999999936,-2.9524124999999968,0.09117087301587329
exp_metastable_Rb2Hg7_mp-31474,mp-31474,Rb2Hg7,exp_metastable,metallic,True,False,0.00452349037037425,-10.656888333333356,-1.1840987037037063,0.10465578658403984
exp_metastable_Re3Ge7_mp-29141,mp-29141,Re3Ge7,exp_metastable,metallic,True,False,0.012616640750003683,-2.4568600000000345,-0.24568600000000346,-0.011019020575056881
exp_metastable_SiO2_mp-546794,mp-546794,SiO2,exp_metastable,covalent,False,False,0.005647450555557043,6.42586249999998,2.1419541666666597,0.04981836003051088
exp_metastable_SiRh_mp-2287,mp-2287,SiRh,exp_metastable,metallic,True,False,0.02456185499999819,-2.0763424999999884,-1.0381712499999942,-0.0026998188194037043
exp_metastable_SiS2_mp-1095294,mp-1095294,SiS2,exp_metastable,covalent,False,False,0.003013171666665926,2.988138749999994,0.9960462499999979,0.0854305711711712
exp_metastable_Sn7Ir5_mp-20466,mp-20466,Sn7Ir5,exp_metastable,metallic,True,False,0.002421364999996456,-83.68484999999976,-6.97373749999998,0.12457174510163044
exp_metastable_Sr2As_mp-15697,mp-15697,Sr2As,exp_metastable,metallic,True,False,0.08000544425926037,-2.000695000000009,-0.6668983333333364,-0.08605317420311369
exp_metastable_Sr5Sn3_mp-17720,mp-17720,Sr5Sn3,exp_metastable,metallic,True,False,0.003021452500000521,-17.582184999999992,-2.197773124999999,0.02142297957251091
exp_metastable_SrAl2_mp-1638,mp-1638,SrAl2,exp_metastable,metallic,True,False,0.013571949999999333,-21.965904999999985,-7.321968333333328,-0.11661690476190462
exp_metastable_Ta7Co6_mp-1104548,mp-1104548,Ta7Co6,exp_metastable,metallic,True,False,0.0014632612820477675,-122.28421000000003,-9.406477692307694,0.03213239067291018
exp_metastable_Te2Au_mp-567525,mp-567525,Te2Au,exp_metastable,metallic,True,False,0.027432493333336083,-6.692503333333345,-2.2308344444444486,0.1658021259259257
exp_metastable_Te2Ir_mp-1551,mp-1551,Te2Ir,exp_metastable,metallic,True,False,0.0030421406944398655,-6.089693333333322,-2.0298977777777742,0.27431526413502133
exp_metastable_Ti3Ge_mp-1189044,mp-1189044,Ti3Ge,exp_metastable,metallic,True,False,0.013003969652777059,-5.44624750000003,-1.3615618750000076,0.033438817536276394
exp_metastable_Y2O3_mp-558573,mp-558573,Y2O3,exp_metastable,ionic,False,False,0.03422779625000061,5.714805416666657,1.1429610833333315,0.010047935184205714
exp_metastable_ZnAg_mp-1912,mp-1912,ZnAg,exp_metastable,metallic,True,False,0.011211470555556602,-9.156514999999981,-4.5782574999999905,-0.03467821428571416
exp_metastable_ZrBr_mp-1065846,mp-1065846,ZrBr,exp_metastable,metallic,True,False,0.0007946975000017176,-0.4978000000000069,-0.24890000000000345,0.05936387719298236
exp_metastable_ZrGa3_mp-30685,mp-30685,ZrGa3,exp_metastable,metallic,True,False,0.013019501250001397,4.899052500000003,1.2247631250000008,-0.09724736759581876
exp_metastable_ZrRh_mp-2808,mp-2808,ZrRh,exp_metastable,metallic,True,False,0.08393397999999763,-2.312215000000009,-1.1561075000000045,-0.08927167789757426
exp_stable_As2S3_mp-1189572,mp-1189572,As2S3,exp_stable,covalent,False,False,0.0,-1.5319918749999921,-0.30639837499999845,-0.023334675344802824
exp_stable_AsF3_mp-28027,mp-28027,AsF3,exp_stable,covalent,False,False,0.0,3.5812775000000237,0.8953193750000059,0.034883354895529795
exp_stable_BI3_mp-23189,mp-23189,BI3,exp_stable,covalent,False,False,0.0,0.002378333333318494,0.0005945833333296235,0.3268490138067057
exp_stable_BW_mp-7832,mp-7832,BW,exp_stable,metallic,True,False,0.0,-15.091589166666665,-7.545794583333333,0.16452230119398847
exp_stable_BaAu2_mp-30363,mp-30363,BaAu2,exp_stable,metallic,True,False,0.0,-26.217710000000015,-8.739236666666672,0.011179177083333158
exp_stable_BaCl2_mp-568662,mp-568662,BaCl2,exp_stable,ionic,False,False,0.0,-0.3810100000000034,-0.12700333333333447,-0.021123355555555612
exp_stable_BaH2_mp-23715,mp-23715,BaH2,exp_stable,ionic,False,False,0.0,-1.4805850000000023,-0.49352833333333407,-0.17531769388954177
exp_stable_Be2Cu_mp-2031,mp-2031,Be2Cu,exp_stable,metallic,True,False,0.0,-3.406875000000003,-1.135625000000001,-0.007784746462264153
exp_stable_Be2Nb3_mp-11272,mp-11272,Be2Nb3,exp_stable,metallic,True,False,0.0,-28.08091000000003,-5.6161820000000064,0.10720299243534434
exp_stable_Be2V_mp-11281,mp-11281,Be2V,exp_stable,metallic,True,False,0.0,-9.006390000000035,-3.0021300000000117,0.034922843406593185
exp_stable_CaAl4_mp-1749,mp-1749,CaAl4,exp_stable,metallic,True,False,0.0,-44.904369999999986,-8.980873999999996,-0.03576890142057676
exp_stable_CaSn_mp-2450,mp-2450,CaSn,exp_stable,metallic,True,False,0.0,-5.113794999999998,-2.556897499999999,-0.05171405303030299
exp_stable_CdPd_mp-1696,mp-1696,CdPd,exp_stable,metallic,True,False,0.0,-12.339854999999993,-6.1699274999999965,-0.12122580626177015
exp_stable_CoB_mp-20857,mp-20857,CoB,exp_stable,metallic,True,False,0.0,-9.506864166666627,-4.753432083333314,0.011225832927621138
exp_stable_Cs2As3_mp-15557,mp-15557,Cs2As3,exp_stable,mixed,False,False,0.0,-0.6930600000000169,-0.13861200000000337,0.1279421387313866
exp_stable_FeS_mp-505531,mp-505531,FeS,exp_stable,metallic,True,False,0.0,0.3665668750000144,0.1832834375000072,-0.11600435960467528
exp_stable_Ge2Os_mp-10032,mp-10032,Ge2Os,exp_stable,metallic,True,False,0.0,0.534510000000008,0.1781700000000027,0.014413470365418957
exp_stable_HfTc2_mp-1095669,mp-1095669,HfTc2,exp_stable,metallic,True,False,0.0,-10.775652499999993,-3.5918841666666643,0.0011733844498252322
exp_stable_Hg4Pt_mp-936,mp-936,Hg4Pt,exp_stable,metallic,True,False,0.0,-12.953843333333353,-2.5907686666666705,-0.02650177895981104
exp_stable_HgF2_mp-8177,mp-8177,HgF2,exp_stable,ionic,False,False,0.0,2.952206666666676,0.984068888888892,-0.0005530999999998898
exp_stable_InBr_mp-22870,mp-22870,InBr,exp_stable,ionic,False,False,0.0,-7.991095000000005,-3.9955475000000025,0.08325606125356119
exp_stable_KI_mp-22898,mp-22898,KI,exp_stable,ionic,False,False,0.0,1.0996149999999996,0.5498074999999998,-0.002342333333333349
exp_stable_KN3_mp-827,mp-827,KN3,exp_stable,mixed,False,False,0.0,7.284005000000022,1.8210012500000055,-2.295742583979328
exp_stable_Li2Se_mp-2286,mp-2286,Li2Se,exp_stable,ionic,False,False,0.0,7.265026666666678,2.4216755555555594,0.020476641379310517
exp_stable_LiB_mp-1001835,mp-1001835,LiB,exp_stable,metallic,True,False,0.0,-1.809268333333339,-0.9046341666666695,0.0031992709139223585
exp_stable_Mg2Ni_mp-2137,mp-2137,Mg2Ni,exp_stable,metallic,True,False,0.0,-4.171666666666663,-1.3905555555555544,-0.009544887260887244
exp_stable_MgP4_mp-384,mp-384,MgP4,exp_stable,mixed,False,False,0.0,-0.533815952380948,-0.10676319047618961,-0.17294137658880931
exp_stable_MnAl12_mp-1104165,mp-1104165,MnAl12,exp_stable,metallic,True,False,0.0,-106.27197620689658,-8.174767400530506,0.09856568816353156
exp_stable_MoSe2_mp-1634,mp-1634,MoSe2,exp_stable,covalent,False,False,0.0,-2.842449999999989,-0.9474833333333296,0.046550816064257206
exp_stable_NaS_mp-2400,mp-2400,NaS,exp_stable,mixed,False,False,0.0,-0.9905331249999971,-0.49526656249999856,-0.23354401671204233
exp_stable_Nb3Ir_mp-1458,mp-1458,Nb3Ir,exp_stable,metallic,True,False,0.0,-40.48924499999998,-10.122311249999996,-0.024563774692636986
exp_stable_NbGa3_mp-1973,mp-1973,NbGa3,exp_stable,metallic,True,False,0.0,-3.029272500000012,-0.757318125000003,-0.08857860863986317
exp_stable_PI2_mp-29443,mp-29443,PI2,exp_stable,mixed,False,False,0.0,-0.25701273809525027,-0.08567091269841676,-0.10094087657563072
exp_stable_PbSe_mp-2201,mp-2201,PbSe,exp_stable,ionic,False,False,0.0,-4.963559999999999,-2.4817799999999997,-0.07291099415204672
exp_stable_RbI_mp-22903,mp-22903,RbI,exp_stable,ionic,False,False,0.0,1.6384774999999996,0.8192387499999998,0.02303553846153844
exp_stable_Sc5Ge3_mp-17190,mp-17190,Sc5Ge3,exp_stable,metallic,True,False,0.0,-4.200019999999938,-0.5250024999999923,0.0022286979166670218
exp_stable_ScAg2_mp-1018128,mp-1018128,ScAg2,exp_stable,metallic,True,False,0.0,-8.052505000000004,-2.6841683333333344,-0.007890564692982438
exp_stable_ScTe_mp-10026,mp-10026,ScTe,exp_stable,metallic,True,False,0.0,1.8040483333333395,0.9020241666666697,0.040079995348837355
exp_stable_SnPt_mp-19856,mp-19856,SnPt,exp_stable,metallic,True,False,0.0,-10.360659999999996,-5.180329999999998,0.13171592843326885
exp_stable_SrO2_mp-2697,mp-2697,SrO2,exp_stable,mixed,False,False,0.0,-2.5626125000000126,-0.8542041666666709,-0.10048097308488627
exp_stable_SrSi_mp-2661,mp-2661,SrSi,exp_stable,metallic,True,False,0.0,-2.682910000000004,-1.341455000000002,-0.025352158167036343
exp_stable_Ta5Ge3_mp-17593,mp-17593,Ta5Ge3,exp_stable,metallic,True,False,0.0,-40.69445499999999,-5.086806874999999,0.06962526533960406
exp_stable_TaP_mp-1067587,mp-1067587,TaP,exp_stable,metallic,True,False,0.0,-4.546362738095233,-2.2731813690476166,-0.06418069048614855
exp_stable_TaSb2_mp-11697,mp-11697,TaSb2,exp_stable,metallic,True,False,0.0,-5.354065000000002,-1.784688333333334,0.045516153679653615
exp_stable_Te2Pd_mp-782,mp-782,Te2Pd,exp_stable,metallic,True,False,0.0,4.134386666666671,1.3781288888888905,0.27427970370370375
exp_stable_Te2Ru_mp-267,mp-267,Te2Ru,exp_stable,ionic,False,False,0.0,1.970816666666682,0.656938888888894,0.0951805362318843
exp_stable_TeO2_mp-8377,mp-8377,TeO2,exp_stable,covalent,False,False,0.0,-0.4467116666666371,-0.14890388888887904,-0.0006962588383835344
exp_stable_Ti3In_mp-866046,mp-866046,Ti3In,exp_stable,metallic,True,False,0.0,-10.386825000000005,-2.5967062500000013,0.011440061785130712
exp_stable_Ti3Pt_mp-2339,mp-2339,Ti3Pt,exp_stable,metallic,True,False,0.0,-14.561845000000012,-3.640461250000003,0.016826813945070268
exp_stable_TiBe12_mp-1104067,mp-1104067,TiBe12,exp_stable,metallic,True,False,0.0,-22.65128500000006,-1.742406538461543,0.029372511995369388
exp_stable_TiNi_mp-1048,mp-1048,TiNi,exp_stable,metallic,True,False,0.0,-3.177909999999997,-1.5889549999999986,0.015335532530120488
exp_stable_TiO_mp-1071163,mp-1071163,TiO,exp_stable,metallic,True,False,0.0,-0.2822587500000253,-0.14112937500001266,-0.06733375297619071
exp_stable_TiSi2_mp-1077503,mp-1077503,TiSi2,exp_stable,metallic,True,False,0.0,2.6404850000000124,0.8801616666666708,0.006004848339719121
exp_stable_TlCl_mp-571079,mp-571079,TlCl,exp_stable,ionic,False,False,0.0,-4.593484999999997,-2.2967424999999984,-0.1043322222222221
exp_stable_VNi2_mp-11531,mp-11531,VNi2,exp_stable,metallic,True,False,0.0,-9.31417999999999,-3.104726666666663,-0.01000588111888108
exp_stable_WO2_mp-1524394,mp-1524394,WO2,exp_stable,metallic,True,False,0.0,-13.791947500000063,-4.597315833333354,0.00037787132676703195
exp_stable_Zr2Au_mp-2348,mp-2348,Zr2Au,exp_stable,metallic,True,False,0.0,-6.5375700000000165,-2.1791900000000055,0.07734696202531616
exp_stable_Zr5Pb3_mp-681992,mp-681992,Zr5Pb3,exp_stable,metallic,True,False,0.0,-18.68022500000008,-2.33502812500001,-0.06771451606999096
exp_stable_ZrMo2_mp-2049,mp-2049,ZrMo2,exp_stable,metallic,True,False,0.0,-20.608694999999994,-6.869564999999998,-0.03786589285714287
extension_Ag3As_mp-1183193,mp-1183193,Ag3As,extension,metallic,True,True,0.08839697750000042,-24.227255000000014,-6.056813750000003,-0.02458702425373155
extension_Ag3Pt_mp-12065,mp-12065,Ag3Pt,extension,metallic,True,False,0.020805422500000503,-38.22843999999997,-9.557109999999993,-0.08826087962962947
extension_Ag3Sb_mp-2273,mp-2273,Ag3Sb,extension,metallic,True,False,0.0508994350000016,-19.190524999999987,-4.797631249999997,0.0020914484924623444
extension_AgH_mp-1096804,mp-1096804,AgH,extension,ionic,False,True,0.1208983966666679,-6.005220000000003,-3.0026100000000016,-0.15226733333333342
extension_AgI_mp-22915,mp-22915,AgI,extension,metallic,True,False,0.39273725999999964,-4.634185000000002,-2.317092500000001,0.08988939393939388
extension_AgN_anchor_mp-1091417,mp-1091417,AgN,extension,metallic,True,False,1.5201297641666667,-10.251332500000014,-5.125666250000007,-0.22665903073021576
extension_AgN_poly_mp-1009766,mp-1009766,AgN,extension,metallic,True,True,1.5494896491666665,-8.067614999999996,-4.033807499999998,-0.20426603784403663
extension_AgN_poly_mp-1424734,mp-1424734,AgN,extension,metallic,True,True,1.9196186741666672,-11.257719999999992,-5.628859999999996,-0.1706091883542406
extension_AgN_poly_mp-1428312,mp-1428312,AgN,extension,metallic,True,True,1.6518583891666676,-5.788045000000007,-2.8940225000000037,-0.2880603086773701
extension_AgPb3_mp-1183256,mp-1183256,AgPb3,extension,metallic,True,True,0.08509275833333874,-19.75067000000001,-4.9376675000000025,-0.18287657407407415
extension_AgPd_mp-1183222,mp-1183222,AgPd,extension,metallic,True,True,0.0069558550000010655,-2.919389999999993,-1.4596949999999964,0.03994771464646468
extension_Al12Mo_mp-550,mp-550,Al12Mo,extension,metallic,True,False,0.014142691923076711,-118.71512999999996,-9.131933076923074,0.010817411907956875
extension_Al2W_mp-12524,mp-12524,Al2W,extension,metallic,True,False,0.09311756111111436,-36.179063333333325,-12.059687777777775,-0.07406259587369085
extension_Al3Ag_mp-1183130,mp-1183130,Al3Ag,extension,metallic,True,True,0.0712581868749993,-32.29169999999997,-8.072924999999993,-0.057079398148148
extension_Al3As_mp-1183129,mp-1183129,Al3As,extension,metallic,True,True,0.36364852500000033,-26.163085000000002,-6.540771250000001,-0.05668762541459385
extension_AlAg2_mp-985805,mp-985805,AlAg2,extension,metallic,True,True,0.007656157999999635,-24.418924999999987,-8.139641666666662,-0.030434866898148116
extension_AlAg_mp-1228901,mp-1228901,AlAg,extension,metallic,True,True,0.01833040100000005,-9.105519999999988,-4.552759999999994,-0.028661885521885422
extension_AlH3_mp-1106356,mp-1106356,AlH3,extension,ionic,False,False,0.010014458750000621,-9.121137500000081,-2.2802843750000203,-0.1948594094254516
extension_As3W2_mp-11696,mp-11696,As3W2,extension,metallic,True,False,0.0,-18.570214999999976,-3.7140429999999953,0.19657859605050831
extension_As4S3_mp-27543,mp-27543,As4S3,extension,covalent,False,False,0.006355647857141378,-1.168399375,-0.16691419642857142,0.09033201839375404
extension_As4S3_mp-557321,mp-557321,As4S3,extension,covalent,False,False,0.006840436428570129,-1.0767393750000167,-0.1538199107142881,0.08704795607575738
extension_Au2S_mp-947,mp-947,Au2S,extension,covalent,False,False,0.0,-29.863038125000003,-9.954346041666668,0.0547722158218128
extension_BPd5_mp-1228665,mp-1228665,BPd5,extension,metallic,True,True,0.13249513083333042,-43.97202666666665,-7.328671111111109,0.19721572904483434
extension_Ba3Ca_mp-1183342,mp-1183342,Ba3Ca,extension,metallic,True,True,0.03921404749999979,-0.8387899999999998,-0.20969749999999995,-0.01879648648648648
extension_Ba3N2_mp-1013528,mp-1013528,Ba3N2,extension,metallic,True,True,0.6831039496666662,-10.616520000000001,-2.123304,-0.20491968659594986
extension_Ba4Pd_mp-1214438,mp-1214438,Ba4Pd,extension,ionic,False,True,0.15571698099999987,-2.7299299999999906,-0.5459859999999981,0.22813067874911175
extension_Ba5P4_exp_mp-17566,mp-17566,Ba5P4,extension,mixed,False,False,3.472888887223746e-05,-8.630695952380933,-0.9589662169312148,-0.1906351839883934
extension_BaCl2_exp_mp-23199,mp-23199,BaCl2,extension,ionic,False,False,0.006785772499999787,-0.6731974999999961,-0.22439916666666537,-0.020069374704491633
extension_BaF3_exp_mp-1080821,mp-1080821,BaF3,extension,ionic,False,False,0.0,-3.471859999999995,-0.8679649999999988,-0.014223793589030906
extension_BaF3_theo_mp-1183303,mp-1183303,BaF3,extension,metallic,True,True,0.061207927499999926,-0.9973899999999922,-0.24934749999999806,-0.01403946025569755
extension_BaMg3_mp-1016218,mp-1016218,BaMg3,extension,metallic,True,True,0.17140638551136345,0.28713,0.0717825,0.007724772727272726
extension_BaN2_exp_mp-1102371,mp-1102371,BaN2,extension,metallic,True,False,2.056778179166667,-16.027134999999998,-5.342378333333333,-0.9837620334620335
extension_BaO_exp_mp-1008500,mp-1008500,BaO,extension,ionic,False,False,0.01888829749999843,-0.6442287499999964,-0.3221143749999982,-0.012841947674418541
extension_BaO_theo_mp-1950989,mp-1950989,BaO,extension,ionic,False,True,0.04343597749999972,-3.225823749999998,-1.612911874999999,-0.08722310562015502
extension_BaP10_mp-28035,mp-28035,BaP10,extension,mixed,False,False,0.0036162985064951414,-4.040972380952368,-0.3673611255411244,-0.06471772308033868
extension_BaS3_exp_mp-556296,mp-556296,BaS3,extension,mixed,False,False,0.04356796437499888,-2.4931918749999866,-0.6232979687499967,-0.11860905341059644
extension_Be12Mo_mp-1475,mp-1475,Be12Mo,extension,metallic,True,False,0.0,-27.334499999999878,-2.102653846153837,0.030298436004218082
extension_Be3N2_exp_mp-18337,mp-18337,Be3N2,extension,ionic,False,False,0.0,9.474231250000116,1.8948462500000232,0.031400801912597615
extension_Be3N2_theo_mp-1017550,mp-1017550,Be3N2,extension,ionic,False,True,0.20808621349999967,11.827617500000102,2.3655235000000205,-0.011175744514649727
extension_Be3P2_exp_mp-567841,mp-567841,Be3P2,extension,covalent,False,False,0.0,-1.055326726190529,-0.2110653452381058,-0.03555591392277263
extension_Be3P2_mp-1084771,mp-1084771,Be3P2,extension,covalent,False,True,0.15672523674999983,-0.8975979761905393,-0.17951959523810784,-0.05931449950835821
extension_Be3P2_mp-567841,mp-567841,Be3P2,extension,covalent,False,False,0.0,-1.0553279761905188,-0.21106559523810375,-0.035555921430280024
extension_Be3P2_theo_mp-1084771,mp-1084771,Be3P2,extension,covalent,False,True,0.15672523674999983,-0.8975979761905393,-0.17951959523810784,-0.05931449950835821
extension_BeCl2_exp_mp-23267,mp-23267,BeCl2,extension,covalent,False,False,0.008707515833333623,5.461117499999993,1.8203724999999977,0.2564855763555105
extension_BeCl2_theo_mp-1172909,mp-1172909,BeCl2,extension,ionic,False,True,3.1687985972222217,-17.34203583333334,-5.780678611111114,0.7833592910447762
extension_BeF2_exp_mp-15951,mp-15951,BeF2,extension,ionic,False,False,0.00039670611111120024,9.454205833333265,3.1514019444444217,0.08855567645846163
extension_BeF2_theo_mp-975644,mp-975644,BeF2,extension,metallic,True,True,2.518145377222223,-2.044677499999949,-0.6815591666666497,-0.035698530612244664
extension_BeO_exp_mp-7599,mp-7599,BeO,extension,ionic,False,False,0.015346631250000797,5.572703750000034,2.786351875000017,0.00925830033287442
extension_BeO_theo_mp-1778,mp-1778,BeO,extension,ionic,False,True,0.006973667500000502,8.878218749999974,4.439109374999987,-0.007157592975206795
extension_C(NO)2_mp-1197051,mp-1197051,C(NO)2,extension,mixed,False,False,1.1348039342500007,10.859801250000025,2.171960250000005,0.181260322168998
extension_C2N2O_mp-1214250,mp-1214250,C2N2O,extension,mixed,False,True,0.47205626016666535,6.8033045833334285,1.3606609166666856,0.2330634405916025
extension_C3N4_anchor_mp-571653,mp-571653,C3N4,extension,covalent,False,False,0.4981181882142849,27.540525000000002,3.9343607142857144,-0.20292451848071758
extension_C3N4_mp-567885,mp-567885,C3N4,extension,covalent,False,True,0.1475561110714274,20.323019999999815,2.903288571428545,-0.038650531304017355
extension_C3N4_mp-570572,mp-570572,C3N4,extension,covalent,False,False,0.14726764821428517,20.20453499999992,2.8863621428571316,-0.05586107786609984
extension_C3N4_mp-971683,mp-971683,C3N4,extension,covalent,False,True,0.12167648535714193,22.604061666666624,3.2291516666666604,-0.06442681513037862
extension_C3N4_poly_mp-1182484,mp-1182484,C3N4,extension,covalent,False,True,0.5848164510714273,-5.784544999999994,-0.8263635714285706,1.0247560135841174
extension_C3N4_poly_mp-2852,mp-2852,C3N4,extension,covalent,False,True,0.5033424574999987,32.614250000000226,4.659178571428604,-0.19596024129137038
extension_C3N4_poly_mp-563,mp-563,C3N4,extension,covalent,False,True,1.5118795946428563,16.546010000000052,2.3637157142857217,-0.21095636695201364
extension_Ca3N2_exp_mp-1047,mp-1047,Ca3N2,extension,ionic,False,False,0.01669766374999959,-12.59293,-2.518586,-0.4589670747154874
extension_Ca3N2_mp-844,mp-844,Ca3N2,extension,ionic,False,False,0.0,-12.339650000000011,-2.467930000000002,-0.45245460568475465
