kpoint_fail_frac,max_band_deviation,charge_spilling_pct,compound_id,delta_per_atom_eV,robust_z
,,0.58,exp_metastable_InCl_mp-571636,-4.586877500000004,1.6328295004696078
,,0.83,exp_metastable_K2S_mp-559278,-0.2290427083333313,0.39517538325863133
0.06018518518518518,6.96406,0.41,exp_metastable_K_mp-10157,,
0.6666666666666666,7.81057,1.74,exp_metastable_Li13Sn5_mp-30769,-0.2124031481481536,0.40291893273488955
0.6326530612244898,9.35988,2.5,exp_metastable_Li3Hg_mp-1646,0.59751666666667,0.7798311881085137
,,0.81,exp_metastable_MgCl2_mp-570259,0.1544999999999999,0.573664592419511
0.1,5.81747,0.92,exp_metastable_MgH2_mp-23711,-0.4410591666666681,0.2965093177728565
0.5801749271137027,7.41966,0.92,exp_metastable_MgPd3_mp-7753,-5.599669999999997,2.1041525850736886
0.03125,3.36902,0.99,exp_metastable_Mo3Se4_mp-21021,-2.80965357142857,0.8057630835614288
,,1.14,exp_metastable_NaN3_mp-1066400,1.8936212499999967,1.3829991718624957
0.00510204081632653,0.00287366,0.68,exp_metastable_Nb2O5_mp-1595,-2.068904107142864,0.4610406232095189
,,1.02,exp_metastable_NiB_mp-14019,-0.8092183333333285,0.12517914495009227
0.42592592592592593,6.51728,0.87,exp_metastable_NiHg4_mp-570835,-0.3609186666666673,0.3338042895086405
,,1.61,exp_metastable_NiS_mp-1547,-1.1476215624999968,0.03230351197204812
,,2.28,exp_metastable_PS_mp-612,-0.0254260565476096,0.4899324321076325
0.144,7.03404,1.32,exp_metastable_PbAu2_mp-19871,-10.942591666666669,4.590587191107333
0.013888888888888888,0.025602,1.42,exp_metastable_PbSe_mp-22009,-2.9524124999999968,0.8721987834397937
0.46875,5.68555,1.1,exp_metastable_Rb2Hg7_mp-31474,-1.1840987037037063,0.04927887337102283
,,1.08,exp_metastable_Re3Ge7_mp-29141,-0.2456860000000034,0.3874300972634237
,,1.51,exp_metastable_SiO2_mp-546794,2.14195416666666,1.4985658217854174
,,1.41,exp_metastable_SiRh_mp-2287,-1.0381712499999942,0.01863136254408639
,,2.3,exp_metastable_SiS2_mp-1095294,0.996046249999998,0.9652948369039426
,,1.66,exp_metastable_Sn7Ir5_mp-20466,-6.97373749999998,2.7436021589540385
0.027777777777777776,6.19834,3.7,exp_metastable_Sr2As_mp-15697,-0.6668983333333364,0.19141058070899603
,,1.7,exp_metastable_Sr5Sn3_mp-17720,-2.197773124999999,0.5210123775484615
0.28,9.36838,2.43,exp_metastable_SrAl2_mp-1638,-7.321968333333328,2.9056582864637943
0.2222222222222222,4.96254,1.43,exp_metastable_Ta7Co6_mp-1104548,-9.406477692307694,3.8757260752338336
0.036734693877551024,1.60403,1.83,exp_metastable_Te2Au_mp-567525,-2.230834444444449,0.5363981185187384
,,2.89,exp_metastable_Te2Ir_mp-1551,-2.0298977777777742,0.4428882539182405
,,1.85,exp_metastable_Ti3Ge_mp-1189044,-1.3615618750000076,0.1318648811653101
,,0.76,exp_metastable_Y2O3_mp-558573,1.1429610833333317,1.0336645695202107
0.23731138545953362,9.59985,2.91,exp_metastable_ZnAg_mp-1912,-4.578257499999991,1.6288180124409215
,,1.45,exp_metastable_ZrBr_mp-1065846,-0.2489000000000034,0.38593439859472545
0.053061224489795916,7.21518,0.92,exp_metastable_ZrGa3_mp-30685,1.2247631250000008,1.0717327726370847
0.234375,11.2485,0.93,exp_metastable_ZrRh_mp-2808,-1.1561075000000045,0.03625261135643446
,,2.01,exp_stable_As2S3_mp-1189572,-0.3063983749999984,0.3591763889681534
,,0.98,exp_stable_AsF3_mp-28027,0.8953193750000059,0.918419587109413
,,1.39,exp_stable_BI3_mp-23189,0.0005945833333296,0.5020416531495107
0.012345679012345678,0.46173,1.47,exp_stable_BW_mp-7832,-7.545794583333333,3.0098202728187156
0.39285714285714285,30.5103,2.22,exp_stable_BaAu2_mp-30363,-8.739236666666672,3.5652122252798506
0.1388888888888889,8.86147,1.28,exp_stable_BaCl2_mp-568662,-0.1270033333333344,0.44266143096936317
0.013888888888888888,8.57379,3.1,exp_stable_BaH2_mp-23715,-0.493528333333334,0.2720917500282901
0.19533527696793002,7.86598,1.39,exp_stable_Be2Cu_mp-2031,-1.135625000000001,0.026720673589907946
,,1.31,exp_stable_Be2Nb3_mp-11272,-5.6161820000000064,2.111836771886868
0.04591836734693878,9.99526,1.64,exp_stable_Be2V_mp-11281,-3.002130000000012,0.8953358085054521
0.09183673469387756,9.65257,2.01,exp_stable_CaAl4_mp-1749,-8.980873999999996,3.6776629526521085
,,1.97,exp_stable_CaSn_mp-2450,-2.556897499999999,0.6881380308106192
0.21428571428571427,9.6571,1.0,exp_stable_CdPd_mp-1696,-6.1699274999999965,2.3695332271288114
0.23174603174603176,3.78843,1.65,exp_stable_CoB_mp-20857,-4.753432083333314,1.710338980418959
0.020833333333333332,3.77369,1.61,exp_stable_Cs2As3_mp-15557,-0.1386120000000033,0.4372591076094696
0.025,8.29778,1.97,exp_stable_FeS_mp-505531,0.1832834375000072,0.5870595361498528
,,1.15,exp_stable_Ge2Os_mp-10032,0.1781700000000027,0.5846798965539511
0.16,1.36068,1.99,exp_stable_HfTc2_mp-1095669,-3.5918841666666643,1.1697896112255923
