compound_id,structure_file,n_sites,n_bonds_icohp,n_bonds_icobi,error,warnings,icohp_n_bonds_used,icohp_coord_bound,icohp_percolation_weight_min,icohp_percolation_direction,icohp_percolation_weight_a,icohp_percolation_status_a,icohp_percolation_weight_b,icohp_percolation_status_b,icohp_percolation_weight_c,icohp_percolation_status_c,icohp_sum,icohp_mean,icohp_min,icohp_max,icobi_n_bonds_used,icobi_coord_bound,icobi_percolation_weight_min,icobi_percolation_direction,icobi_percolation_weight_a,icobi_percolation_status_a,icobi_percolation_weight_b,icobi_percolation_status_b,icobi_percolation_weight_c,icobi_percolation_status_c,icobi_sum,icobi_mean,icobi_min,icobi_max
extension_KN3_theo_mp-636056,mp_dataset/structures/extension_KN3_theo_mp-636056/CONTCAR,8,106,106,,,106,3,0.00635,c,0.00782,ok,0.00739,ok,0.00635,ok,-52.48231,-0.49511613207547167,-22.88703,-0.00018,106,3,0.00068,c,0.00077,ok,0.00074,ok,0.00068,ok,8.330769999999998,0.07859216981132074,3e-05,2.87156
extension_KP_exp_mp-1058315,mp_dataset/structures/extension_KP_exp_mp-1058315/CONTCAR,2,38,38,,,38,5,0.05068,c,0.06725,ok,0.06725,ok,0.05068,ok,-4.51068,-0.11870210526315789,-0.45397,-0.00592,38,5,0.00492,c,0.00602,ok,0.00602,ok,0.00492,ok,1.8126900000000001,0.04770236842105263,0.00076,0.12907
extension_KP_theo_mp-1057787,mp_dataset/structures/extension_KP_theo_mp-1057787/CONTCAR,2,38,38,,,38,5,0.06124,a,0.06124,ok,0.06194,ok,0.06247,ok,-4.557309999999999,-0.11992921052631578,-0.47168,-0.00597,38,5,0.00517,a,0.00517,ok,0.00519,ok,0.00519,ok,1.8474699999999997,0.048617631578947364,0.00076,0.14888
extension_Li2O_exp_mp-1960,mp_dataset/structures/extension_Li2O_exp_mp-1960/CONTCAR,3,220,220,,,220,5,0.00013000000000000002,a,0.00013000000000000002,ok,0.00015000000000000001,ok,0.00015999999999999999,ok,-29.24318,-0.13292354545454546,-2.05577,-5e-05,220,5,9e-05,a,9e-05,ok,9e-05,ok,9e-05,ok,2.6765899999999956,0.012166318181818162,4e-05,0.24102
extension_Li2O_theo_mp-755894,mp_dataset/structures/extension_Li2O_theo_mp-755894/CONTCAR,12,788,788,,,788,5,1e-05,c,2e-05,ok,4e-05,ok,1e-05,ok,-112.31121999999996,-0.14252692893401012,-2.76591,0.00246,788,5,7e-05,c,9e-05,ok,0.0001,ok,7e-05,ok,10.30116000000001,0.013072538071066002,2e-05,0.27921
extension_Li2S_exp_mp-1125,mp_dataset/structures/extension_Li2S_exp_mp-1125/CONTCAR,12,388,388,,,388,5,5e-05,a,5e-05,ok,0.00031,ok,0.00082,ok,-99.73446999999996,-0.2570476030927834,-2.87153,0.05017,388,5,0.00041,a,0.00041,ok,0.00065,ok,0.00079,ok,13.277449999999996,0.03422023195876288,0.0002,0.36794
extension_Li2S_theo_mp-557142,mp_dataset/structures/extension_Li2S_theo_mp-557142/CONTCAR,6,156,156,,,156,3,0.00166,c,0.00182,ok,0.00179,ok,0.00166,ok,-47.79552999999999,-0.3063816025641025,-2.73721,0.03666,156,3,0.00059,c,0.00217,ok,0.00216,ok,0.00059,ok,6.653440000000001,0.04265025641025642,0.00028,0.39
extension_Li3N_exp_mp-2341,mp_dataset/structures/extension_Li3N_exp_mp-2341/CONTCAR,8,452,452,,,452,5,9e-05,b,0.0009499999999999999,ok,9e-05,ok,0.00066,ok,-77.58891999999999,-0.17165690265486722,-2.91972,0.03192,452,5,0.00079,b,0.00081,ok,0.00079,ok,0.00086,ok,8.167920000000002,0.018070619469026553,0.0002,0.34235
extension_LiCl_exp_mp-22905,mp_dataset/structures/extension_LiCl_exp_mp-22905/CONTCAR,8,248,248,,,248,3,0.00784,c,0.00825,ok,0.00799,ok,0.00784,ok,-60.74971000000001,-0.24495850806451616,-2.0589,-0.0039,248,3,0.00094,a,0.00094,ok,0.00094,ok,0.00094,ok,7.4218199999999985,0.02992669354838709,0.00094,0.25583
extension_LiCl_theo_mp-1185319,mp_dataset/structures/extension_LiCl_theo_mp-1185319/CONTCAR,4,88,88,,,88,5,0.00259,c,0.0123,ok,0.01239,ok,0.00259,ok,-29.16462,-0.33141613636363637,-2.9809,-0.00129,88,5,0.0008,c,0.00236,ok,0.00235,ok,0.0008,ok,3.65092,0.04148772727272727,0.0004,0.38801
extension_LiF_exp_mp-1138,mp_dataset/structures/extension_LiF_exp_mp-1138/CONTCAR,2,146,146,,,146,5,0.00017,c,0.00019,ok,0.00019,ok,0.00017,ok,-19.11450000000001,-0.1309212328767124,-1.93867,5e-05,146,5,0.0001,a,0.0001,ok,0.0001,ok,0.0001,ok,1.4086500000000004,0.00964828767123288,4e-05,0.16973
extension_LiF_theo_mp-1009009,mp_dataset/structures/extension_LiF_theo_mp-1009009/CONTCAR,2,168,168,,,168,5,5e-05,a,5e-05,ok,5e-05,ok,5e-05,ok,-19.20591999999998,-0.11432095238095227,-1.34636,-1e-05,168,5,6.000000000000001e-05,a,6.000000000000001e-05,ok,6.000000000000001e-05,ok,6.000000000000001e-05,ok,1.430429999999999,0.00851446428571428,2e-05,0.12405
extension_LiP5_exp_mp-2412,mp_dataset/structures/extension_LiP5_exp_mp-2412/CONTCAR,24,608,608,,,608,3,0.0005,a,0.0005,ok,0.0005200000000000001,ok,0.00133,ok,-205.47677000000004,-0.3379552138157895,-5.45153,0.00055,608,3,0.0007700000000000001,c,0.0009400000000000001,ok,0.00184,ok,0.0007700000000000001,ok,38.30113999999999,0.06299529605263156,0.00019,0.98036
extension_LiP5_theo_mp-32760,mp_dataset/structures/extension_LiP5_theo_mp-32760/CONTCAR,24,568,568,,,568,3,0.00053,a,0.00053,ok,0.00054,ok,0.0011799999999999998,ok,-204.63416000000004,-0.36027140845070427,-5.21741,0.00136,568,3,0.001,c,0.00134,ok,0.00133,ok,0.001,ok,38.779579999999996,0.06827390845070422,0.00039,0.95517
extension_Li_mp-1018134,mp_dataset/structures/extension_Li_mp-1018134/CONTCAR,3,89,89,,,89,5,0.015719999999999998,b,0.01574,ok,0.015719999999999998,ok,0.03273,ok,-19.905619999999992,-0.22365865168539317,-0.75275,0.00562,89,5,0.00554,a,0.00554,ok,0.00554,ok,0.01224,ok,3.0989099999999983,0.034819213483146046,0.00245,0.09007
extension_MgCl2_exp_mp-23210,mp_dataset/structures/extension_MgCl2_exp_mp-23210/CONTCAR,9,204,204,,,204,5,0.00084,a,0.00084,ok,0.00084,ok,0.0031699999999999996,ok,-19.08868999999996,-0.09357200980392137,-0.93455,-0.00018,204,5,0.0002,a,0.0002,ok,0.0002,ok,0.00072,ok,2.9662400000000093,0.014540392156862791,4e-05,0.13129
extension_MgCl2_theo_mp-569626,mp_dataset/structures/extension_MgCl2_theo_mp-569626/CONTCAR,6,122,122,,,122,5,0.00066,a,0.00066,ok,0.00066,ok,0.00172,ok,-11.267329999999994,-0.09235516393442618,-1.14112,-0.00025,122,5,0.00016,a,0.00016,ok,0.00016,ok,0.00034,ok,1.7825200000000003,0.01461081967213115,0.00015,0.16554
extension_MgF2_exp_mp-1072956,mp_dataset/structures/extension_MgF2_exp_mp-1072956/CONTCAR,6,292,292,,,292,5,0.0005,a,0.0005,ok,0.0006000000000000001,ok,0.00058,ok,-14.187110000000017,-0.048585993150684986,-1.04567,-8e-05,292,5,2e-05,c,3.0000000000000004e-05,ok,3e-05,ok,2e-05,ok,1.333369999999999,0.004566335616438353,1e-05,0.09043
extension_MgF2_theo_mp-1062842,mp_dataset/structures/extension_MgF2_theo_mp-1062842/CONTCAR,3,162,162,,,162,5,0.0,a,0.0,ok,0.00023,ok,0.00031,ok,-7.157900000000004,-0.044184567901234595,-1.00683,3e-05,162,5,0.0,a,0.0,ok,2e-05,ok,2e-05,ok,0.7232199999999996,0.0044643209876543185,0.0,0.08958
extension_MgO_exp_mp-549706,mp_dataset/structures/extension_MgO_exp_mp-549706/CONTCAR,4,222,222,,,222,5,0.00039000000000000005,b,0.00041,ok,0.00039000000000000005,ok,0.00062,ok,-12.254379999999989,-0.05519990990990986,-1.20748,-0.00018,222,5,0.0001,a,0.0001,ok,0.0001,ok,0.00015000000000000001,ok,1.777399999999999,0.008006306306306301,5e-05,0.15938
extension_MgO_theo_mp-1009127,mp_dataset/structures/extension_MgO_theo_mp-1009127/CONTCAR,2,168,168,,,168,5,0.00042,a,0.00042,ok,0.00042,ok,0.00042,ok,-6.810360000000003,-0.04053785714285716,-0.61644,0.01231,168,5,3.0000000000000004e-05,a,3.0000000000000004e-05,ok,3.0000000000000004e-05,ok,3.0000000000000004e-05,ok,1.0400999999999996,0.006191071428571426,1e-05,0.08131
extension_MgS_exp_mp-1315,mp_dataset/structures/extension_MgS_exp_mp-1315/CONTCAR,2,74,74,,,74,5,0.00338,b,0.0035199999999999997,ok,0.00338,ok,0.00349,ok,-5.4317199999999985,-0.0734016216216216,-0.74452,0.00038,74,5,0.0013800000000000002,b,0.0013900000000000002,ok,0.0013800000000000002,ok,0.0013900000000000002,ok,1.0640199999999995,0.014378648648648643,0.00022,0.12379
extension_MgS_theo_mp-13032,mp_dataset/structures/extension_MgS_theo_mp-13032/CONTCAR,2,52,52,,,52,3,0.00892,a,0.00892,ok,0.00908,ok,0.00904,ok,-5.2791999999999994,-0.10152307692307691,-1.10594,-0.00056,52,3,0.0008,c,0.00081,ok,0.00081,ok,0.0008,ok,1.08753,0.020914038461538463,2e-05,0.20138
extension_Mg_mp-153,mp_dataset/structures/extension_Mg_mp-153/CONTCAR,2,52,52,,,52,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,0.0,0.0,-0.0,-0.0,52,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,0.0,0.0,0.0,0.0
extension_Mn2O7_mp-28338,mp_dataset/structures/extension_Mn2O7_mp-28338/CONTCAR,72,1936,1936,,,1936,3,5e-05,c,6e-05,ok,7.000000000000001e-05,ok,5e-05,ok,-470.0024700000007,-0.24276987086776897,-7.66436,0.00017,1936,3,0.0,c,3.0000000000000004e-05,ok,1e-05,ok,0.0,ok,110.17271000000137,0.05690739152892633,0.0,1.5957
extension_MnO2_mp-510408,mp_dataset/structures/extension_MnO2_mp-510408/CONTCAR,6,328,328,,,328,5,0.00067,a,0.00067,ok,0.00071,ok,0.00086,ok,-41.91523999999996,-0.1277903658536584,-3.09401,0.0004,328,5,0.00026,a,0.00026,ok,0.00033999999999999997,ok,0.00034999999999999994,ok,6.517649999999998,0.019870884146341458,8e-05,0.45821
extension_Mn_mp-35,mp_dataset/structures/extension_Mn_mp-35/CONTCAR,29,926,0,,ICOBILIST.lobster not found; metric skipped.,926,3,0.021580000000000002,b,0.02161,ok,0.021580000000000002,ok,0.0217,ok,-133.80125,-0.14449379049676028,-1.2499799999999999,-0.00633,,,,,,,,,,,,,,
extension_Mo_mp-129,mp_dataset/structures/extension_Mo_mp-129/CONTCAR,1,58,58,,,58,5,0.07028999999999999,c,0.07299,ok,0.07211,ok,0.07028999999999999,ok,-17.42796,-0.3004820689655172,-1.62326,-0.02448,58,5,0.03388,b,0.03408,ok,0.03388,ok,0.033909999999999996,ok,5.23126,0.09019413793103448,0.01435,0.47503
extension_N2_mp-1059834,mp_dataset/structures/extension_N2_mp-1059834/CONTCAR,2,128,128,,,128,7,0.00023999999999999998,b,0.00024000000000000003,ok,0.00023999999999999998,ok,0.00027,ok,-32.845670000000034,-0.25660679687500026,-15.93603,0.00153,128,7,4e-05,b,0.00027,ok,4e-05,ok,0.00029,ok,3.446160000000002,0.026923125000000016,2e-05,1.35377
extension_Na2Cl_theo_mp-1077015,mp_dataset/structures/extension_Na2Cl_theo_mp-1077015/CONTCAR,6,100,100,,,100,3,0.0014000000000000002,c,0.0021,ok,0.00202,ok,0.0014000000000000002,ok,-6.521359999999999,-0.06521359999999998,-0.53498,0.01247,100,3,0.00023,c,0.00151,ok,0.0015,ok,0.00023,ok,1.8259199999999998,0.018259199999999996,0.00019,0.11705
extension_Na2O_exp_mp-2352,mp_dataset/structures/extension_Na2O_exp_mp-2352/CONTCAR,3,124,124,,,124,5,3e-05,c,7.000000000000001e-05,ok,4e-05,ok,3e-05,ok,-6.54998,-0.05282241935483871,-0.63188,0.00027,124,5,0.00015999999999999999,b,0.00017,ok,0.00015999999999999999,ok,0.00017,ok,1.2641600000000008,0.010194838709677426,5e-05,0.12152
extension_Na2O_theo_mp-1975297,mp_dataset/structures/extension_Na2O_theo_mp-1975297/CONTCAR,6,210,210,,,210,5,0.00012,a,0.00012,ok,0.00014000000000000001,ok,0.0006399999999999999,ok,-11.56283000000001,-0.05506109523809529,-0.6649,0.00101,210,5,7.000000000000001e-05,a,7.000000000000001e-05,ok,9e-05,ok,0.00021999999999999998,ok,2.459540000000001,0.011712095238095242,3e-05,0.1459
extension_NaN3_exp_mp-22003,mp_dataset/structures/extension_NaN3_exp_mp-22003/CONTCAR,4,135,135,,,135,5,0.00067,a,0.00067,ok,0.00067,ok,0.00067,ok,-43.939929999999954,-0.32548096296296264,-19.1716,0.00067,135,5,3e-05,a,3e-05,ok,3e-05,ok,3e-05,ok,5.110529999999999,0.03785577777777777,3e-05,1.88846
extension_NaN3_theo_mp-1065265,mp_dataset/structures/extension_NaN3_theo_mp-1065265/CONTCAR,4,118,118,,,118,5,0.00098,c,0.00163,ok,0.00178,ok,0.00098,ok,-28.321360000000013,-0.24001152542372892,-23.21281,0.00013,118,5,0.00024,c,0.00043999999999999996,ok,0.00043999999999999996,ok,0.00024,ok,4.66749,0.039555,2e-05,2.73222
extension_NaS_exp_mp-409,mp_dataset/structures/extension_NaS_exp_mp-409/CONTCAR,12,246,246,,,246,3,0.0001,c,0.00046,ok,0.00045,ok,0.0001,ok,-35.290169999999975,-0.143455975609756,-5.16454,0.00169,246,3,0.00012,c,0.00049,ok,0.00049,ok,0.00012,ok,6.60667000000001,0.02685638211382118,7e-05,0.95824
extension_NaS_theo_mp-1180106,mp_dataset/structures/extension_NaS_theo_mp-1180106/CONTCAR,2,6,6,,[icohp] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icohp] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).,6,3,0.00764,c,,disconnected,,disconnected,0.00764,ok,-2.0640799999999997,-0.3440133333333333,-0.98391,0.00764,6,3,0.00081,c,,disconnected,,disconnected,0.00081,ok,0.6291800000000001,0.10486333333333335,0.00081,0.2104
extension_Nb_mp-75,mp_dataset/structures/extension_Nb_mp-75/CONTCAR,1,58,58,,,58,5,0.04468,a,0.04468,ok,0.04585,ok,0.04572,ok,-17.38376,-0.29972,-1.58815,-0.01802,58,5,0.02019,c,0.02033,ok,0.0202,ok,0.02019,ok,5.057279999999997,0.08719448275862064,0.00676,0.43896
extension_Ni_mp-23,mp_dataset/structures/extension_Ni_mp-23/CONTCAR,1,78,78,,,78,5,0.00635,b,0.00653,ok,0.00635,ok,0.006529999999999999,ok,-6.553239999999996,-0.0840158974358974,-0.42937,-0.00317,78,5,0.00304,b,0.0030800000000000003,ok,0.00304,ok,0.0030800000000000003,ok,1.8835399999999998,0.024147948717948713,0.00151,0.09745999999999999
extension_O2_mp-1524462,mp_dataset/structures/extension_O2_mp-1524462/CONTCAR,8,304,304,,,304,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,-71.70403000000002,-0.23586851973684217,-17.83908,1e-05,304,5,0.0,a,0.0,ok,0.0,ok,0.0,ok,5.986759999999996,0.019693289473684195,0.0,1.48211
extension_Os_mp-49,mp_dataset/structures/extension_Os_mp-49/CONTCAR,2,88,88,,,88,5,0.09433,c,0.10381000000000001,ok,0.1022,ok,0.09433,ok,-25.311459999999993,-0.2876302272727272,-1.28023,-0.03906,88,5,0.02954,c,0.046689999999999995,ok,0.04703,ok,0.02954,ok,6.705170000000001,0.07619511363636365,0.02045,0.28751
extension_P_mp-568348,mp_dataset/structures/extension_P_mp-568348/CONTCAR,84,1536,1536,,,1536,3,0.00032,a,0.00032,ok,0.00056,ok,0.00135,ok,-660.3750500000002,-0.4299316731770835,-5.44759,0.06778,1536,3,0.00038999999999999994,b,0.00055,ok,0.00038999999999999994,ok,0.0013999999999999998,ok,131.2453100000003,0.08544616536458353,5e-05,0.97124
extension_PbN6_mp-667338,mp_dataset/structures/extension_PbN6_mp-667338/CONTCAR,84,2368,2368,,,2368,3,6e-05,a,6e-05,ok,0.00039,ok,0.0003,ok,-1093.1588900000027,-0.4616380447635146,-19.81953,0.00057,2368,3,0.00018,a,0.00018,ok,0.00030000000000000003,ok,0.00046,ok,131.02509000000003,0.05533154138513515,3e-05,1.98721
extension_Pb_mp-20483,mp_dataset/structures/extension_Pb_mp-20483/CONTCAR,1,18,18,,,18,3,0.8519,b,0.85191,ok,0.8519,ok,0.85191,ok,-10.23976,-0.5688755555555556,-0.85191,-0.00281,18,3,0.19432,a,0.19432,ok,0.19432,ok,0.19432,ok,2.3451,0.13028333333333333,0.00221,0.19432
extension_Pd_mp-2,mp_dataset/structures/extension_Pd_mp-2/CONTCAR,1,54,54,,,54,5,0.0842,a,0.0842,ok,0.09937,ok,0.09111,ok,-17.531739999999996,-0.32466185185185176,-1.23767,-0.03529,54,5,0.02681,b,0.02694,ok,0.02681,ok,0.02701,ok,2.644500000000001,0.04897222222222224,0.0133,0.16342
extension_Pt_mp-126,mp_dataset/structures/extension_Pt_mp-126/CONTCAR,1,54,54,,,54,5,0.06609000000000001,a,0.06609000000000001,ok,0.06645,ok,0.06936,ok,-24.90826,-0.46126407407407405,-1.81615,-0.03146,54,5,0.020909999999999998,a,0.020909999999999998,ok,0.02102,ok,0.02103,ok,3.6167200000000004,0.0669762962962963,0.0104,0.23733
extension_Rb2O_exp_mp-1394,mp_dataset/structures/extension_Rb2O_exp_mp-1394/CONTCAR,6,140,140,,,140,5,0.01566,b,0.01861,ok,0.01566,ok,0.03486,ok,-24.386649999999992,-0.17419035714285708,-1.31903,-0.01192,140,5,0.00272,c,0.0044,ok,0.0049,ok,0.00272,ok,2.8570999999999978,0.020407857142857127,0.0013,0.08916
extension_Rb2O_theo_mp-2023482,mp_dataset/structures/extension_Rb2O_theo_mp-2023482/CONTCAR,9,126,126,,,126,3,0.035309999999999994,c,0.03618,ok,0.03582,ok,0.035309999999999994,ok,-23.23548,-0.18440857142857142,-0.78305,-0.0001,126,3,0.00767,b,0.00866,ok,0.00767,ok,0.00768,ok,3.7481500000000003,0.029747222222222224,0.00099,0.13277
extension_RbCl_exp_mp-23299,mp_dataset/structures/extension_RbCl_exp_mp-23299/CONTCAR,2,44,44,,,44,3,0.02461,a,0.02461,ok,0.02461,ok,0.02461,ok,-7.060860000000002,-0.16047409090909096,-0.67326,-0.01224,44,3,0.00632,a,0.00632,ok,0.00632,ok,0.00632,ok,0.7335399999999999,0.016671363636363633,0.00174,0.04775
extension_RbF_exp_mp-2064,mp_dataset/structures/extension_RbF_exp_mp-2064/CONTCAR,2,84,84,,,84,5,0.00666,a,0.00666,ok,0.00666,ok,0.00666,ok,-11.923230000000004,-0.14194321428571433,-1.37055,-0.00122,84,5,0.00112,a,0.00112,ok,0.00112,ok,0.00112,ok,0.9016299999999986,0.01073369047619046,0.00031,0.08794
extension_RbF_theo_mp-11718,mp_dataset/structures/extension_RbF_theo_mp-11718/CONTCAR,2,50,50,,,50,5,0.01026,b,0.01029,ok,0.01026,ok,0.01033,ok,-7.973859999999996,-0.1594771999999999,-0.45398,-0.00191,50,5,0.00166,a,0.00166,ok,0.00166,ok,0.00168,ok,0.7120100000000003,0.014240200000000005,0.0006,0.04622
extension_RbN3_exp_mp-581833,mp_dataset/structures/extension_RbN3_exp_mp-581833/CONTCAR,4,106,106,,,106,3,0.0024100000000000002,c,0.00315,ok,0.00242,ok,0.0024100000000000002,ok,-44.40729,-0.41893669811320755,-18.34438,-0.00041,106,3,0.00016,b,0.00042,ok,0.00016,ok,0.00016,ok,5.2148800000000035,0.049196981132075504,9e-05,1.89701
extension_RbN3_theo_mp-1219567,mp_dataset/structures/extension_RbN3_theo_mp-1219567/CONTCAR,4,114,114,,,114,5,0.0030499999999999998,b,0.00463,ok,0.0030499999999999998,ok,0.0030499999999999998,ok,-35.54414999999996,-0.3117907894736838,-13.29953,-0.00077,114,5,0.0011,a,0.0011,ok,0.00116,ok,0.00116,ok,4.815970000000003,0.04224535087719301,0.00028,1.47712
extension_RbP_exp_mp-1179688,mp_dataset/structures/extension_RbP_exp_mp-1179688/CONTCAR,2,30,30,,,30,3,0.03528,c,0.0496,ok,0.0496,ok,0.03528,ok,-4.528560000000001,-0.15095200000000003,-0.43179,-0.03528,30,3,0.00653,c,0.00852,ok,0.00852,ok,0.00653,ok,1.64473,0.054824333333333336,0.00653,0.12103
extension_RbP_theo_mp-1058499,mp_dataset/structures/extension_RbP_theo_mp-1058499/CONTCAR,2,30,30,,,30,3,0.04692,a,0.04692,ok,0.04704,ok,0.04709,ok,-4.570659999999999,-0.15235533333333331,-0.44062,-0.03174,30,3,0.00792,b,0.00794,ok,0.00792,ok,0.00798,ok,1.68496,0.05616533333333333,0.00625,0.1277
extension_RbS_exp_mp-558071,mp_dataset/structures/extension_RbS_exp_mp-558071/CONTCAR,4,38,38,,,38,3,0.01289,a,0.01289,ok,0.02629,ok,0.0261,ok,-11.996629999999998,-0.31570078947368413,-5.0554,-0.0041,38,3,0.0038,a,0.0038,ok,0.00677,ok,0.00674,ok,1.99021,0.052373947368421055,0.00166,0.99197
extension_RbS_theo_mp-1179684,mp_dataset/structures/extension_RbS_theo_mp-1179684/CONTCAR,2,2,2,,[icohp] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icohp] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction a: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).; [icobi] direction b: No non-contractile path found in this lattice direction within the search bound (+/-3 cells). The bonding network defined by the supplied ICOHP/ICOBI cutoff is disconnected along this direction (or the bound is too tight for the input data -- increase --coord-bound).,2,3,1.1722700000000001,c,,disconnected,,disconnected,1.1722700000000001,ok,-1.1722700000000001,-0.5861350000000001,-0.58614,-0.58613,2,3,0.24514,c,,disconnected,,disconnected,0.24514,ok,0.24514,0.12257,0.12257,0.12257
extension_Rb_mp-70,mp_dataset/structures/extension_Rb_mp-70/CONTCAR,8,56,56,,,56,3,0.02739,a,0.02739,ok,0.03057,ok,0.06442,ok,-4.23886,-0.07569392857142856,-0.13426,-0.0122,56,3,0.014329999999999999,a,0.014329999999999999,ok,0.0162,ok,0.04017,ok,2.1648200000000006,0.03865750000000001,0.00538,0.07243
extension_Re_mp-8,mp_dataset/structures/extension_Re_mp-8/CONTCAR,2,88,88,,,88,5,0.07962,b,0.08026,ok,0.07962,ok,0.09998,ok,-28.973449999999982,-0.3292437499999998,-1.42926,-0.03915,88,5,0.032,b,0.03215,ok,0.032,ok,0.04821,ok,7.6070999999999955,0.08644431818181814,0.01586,0.32764
extension_Rh_mp-74,mp_dataset/structures/extension_Rh_mp-74/CONTCAR,1,54,54,,,54,5,0.06064,a,0.06064,ok,0.06265,ok,0.06375,ok,-10.399040000000001,-0.19257481481481484,-0.7243,-0.02893,54,5,0.03123,a,0.03123,ok,0.03162,ok,0.03195,ok,3.0991599999999995,0.05739185185185184,0.01529,0.16574
extension_Ru_mp-33,mp_dataset/structures/extension_Ru_mp-33/CONTCAR,2,88,88,,,88,5,0.07346,a,0.07346,ok,0.0737,ok,0.08149,ok,-20.65571999999999,-0.23472409090909083,-1.0431,-0.03148,88,5,0.03462,c,0.0452,ok,0.04549,ok,0.03462,ok,6.3555,0.07222159090909092,0.02087,0.26715
extension_S4N2_cod4031496,mp_dataset/structures/extension_S4N2_cod4031496/CONTCAR,24,536,536,,,536,5,0.00036,c,0.00037,ok,0.00049,ok,0.00036,ok,-205.73085000000015,-0.3838262126865674,-10.46917,0.01189,536,5,0.00020999999999999998,c,0.00035,ok,0.00037,ok,0.00020999999999999998,ok,31.297100000000004,0.058390111940298514,2e-05,1.26035
extension_S4N4_cod7017102,mp_dataset/structures/extension_S4N4_cod7017102/CONTCAR,32,848,848,,,848,3,0.00013,c,0.00016,ok,0.00013000000000000002,ok,0.00013,ok,-315.8718599999993,-0.37249040094339536,-9.40581,0.00814,848,3,5e-05,c,8e-05,ok,8e-05,ok,5e-05,ok,45.16185999999997,0.053256910377358455,0.0,1.08614
extension_S_mp-77,mp_dataset/structures/extension_S_mp-77/CONTCAR,32,543,543,,,543,3,3.0000000000000004e-05,c,0.00035,ok,0.00037,ok,3.0000000000000004e-05,ok,-195.57897999999983,-0.3601822836095761,-5.98546,0.00156,543,3,0.00036,c,0.0006,ok,0.00065,ok,0.00036,ok,36.31818000000004,0.06688430939226526,7e-05,0.97606
extension_Sb_mp-104,mp_dataset/structures/extension_Sb_mp-104/CONTCAR,2,37,37,,,37,5,0.00377,c,0.004,ok,0.0038599999999999997,ok,0.00377,ok,-10.310350000000003,-0.2786581081081082,-2.71903,0.00456,37,5,0.00329,a,0.00329,ok,0.00329,ok,0.0033,ok,2.7555599999999987,0.07447459459459456,0.00039,0.7199
extension_Sc_mp-67,mp_dataset/structures/extension_Sc_mp-67/CONTCAR,2,52,52,,,52,5,0.02929,c,0.02954,ok,0.03021,ok,0.02929,ok,-12.923709999999994,-0.2485328846153845,-0.67781,-0.01179,52,5,0.01731,b,0.01771,ok,0.01731,ok,0.01772,ok,4.514800000000001,0.08682307692307695,0.0086,0.23177
extension_Se_mp-14,mp_dataset/structures/extension_Se_mp-14/CONTCAR,3,54,54,,,54,5,0.00025,a,0.00025,ok,0.00025,ok,0.00261,ok,-13.589999999999995,-0.25166666666666654,-4.15222,0.00087,54,5,0.00173,a,0.00173,ok,0.00173,ok,0.0033,ok,3.44376,0.06377333333333333,0.0011,0.90556
extension_Sn_mp-623511,mp_dataset/structures/extension_Sn_mp-623511/CONTCAR,1,34,34,,,34,5,0.00296,a,0.00296,ok,0.00296,ok,0.00296,ok,-10.616499999999997,-0.3122499999999999,-0.95412,-0.00029,34,5,0.01285,a,0.01285,ok,0.01285,ok,0.01285,ok,2.54428,0.07483176470588236,0.00431,0.21165
extension_Sr3P4_exp_mp-14288,mp_dataset/structures/extension_Sr3P4_exp_mp-14288/CONTCAR,14,266,266,,,266,5,0.0038799999999999998,c,0.00656,ok,0.00444,ok,0.0038799999999999998,ok,-49.17343999999999,-0.18486255639097743,-4.37562,-0.00043,266,5,0.00034,c,0.00063,ok,0.00036,ok,0.00034,ok,11.108800000000004,0.04176240601503761,0.00017,0.94112
